 uniqueID,fam_id,fam_id 2,Income-to-needs,sub_id,Sex,Inequality Grp,Income Grp,Final Grp,Household Income,Valence Pre,Arousal Pre,Valence Post,Arousal Post,Age,CT Mean Income,Gini CT,Voice Rating,Formant Position,Formant Dispersion,Fundamental Frequency,N1,N2,N3,N4,N5,N6,Neuroticism,E1,E2,E3,E4,E5,E6,Extroversion,O1,O2,O3,O4,O5,O6,Openness,A1,A2,A3,A4,A5,A6,Agreeableness,C1,C2,C3,C4,C5,C6,Conscientiousness
FAM3610_498776,FAM3610,FAM3610,0.273862558,498776,0,low,low,LI-LII,less than 15000,3,4,3,3,210,55206,0.423247582,,,,,19,20,15,14,14,11,93,17,17,20,16,20,16,106,18,19,18,17,20,15,107,15,14,18,14,18,16,95,22,18,17,23,14,18,112
FAM3610_568045,FAM3610,FAM3610,0.273862558,568045,0,low,low,LI-LII,less than 15000,5,1,5,1,183,55206,0.423247582,,-1.08184445,1222.887604,119.89228,21,10,9,17,20,13,90,20,17,15,22,16,14,104,17,14,12,18,17,18,96,16,11,13,17,17,14,88,19,9,16,16,17,19,96
FAM5300_447829,FAM5300,FAM5300,0.273862558,447829,0,low,low,LI-LII,less than 15000,5,3,4,5,152,39116,0.425528985,,0.735540193,1313.93921,153.7709328,13,21,18,19,18,11,100,20,18,16,17,24,13,108,22,10,15,13,20,20,100,15,16,20,10,20,21,102,12,11,18,19,22,13,95
FAM5300_339660,FAM5300,FAM5300,0.273862558,339660,1,low,low,LI-LII,less than 15000,3,1,2,2,185,39116,0.425528985,0.277777778,-0.071198633,1441.977655,231.503044,20,21,17,15,18,11,102,22,17,22,16,20,22,119,28,20,21,12,29,25,135,19,22,24,14,20,25,124,18,7,21,17,17,14,94
FAM6363_391403,FAM6363,FAM6363,0.336685222,391403,1,low,low,LI-LII,less than 15000,5,4,1,3,200,55945,0.372220123,,,,,15,9,16,19,16,15,90,19,19,13,23,15,23,112,25,19,12,17,15,19,107,17,29,27,24,22,23,142,17,20,22,21,24,17,121
FAM8186_363560,FAM8186,FAM8186,0.419111484,363560,0,low,low,LI-LII,less than 15000,4,1,4,1,164,55945,0.372220123,,-0.236383962,1261.37466,147.9201981,14,9,10,11,16,13,73,26,21,19,21,22,26,135,21,7,16,15,17,19,95,18,17,23,7,11,19,95,26,22,23,26,27,16,140
FAM8186_474109,FAM8186,FAM8186,0.419111484,474109,0,low,low,LI-LII,less than 15000,4,2,4,2,148,55945,0.372220123,,0.751625732,1242.630235,247.8900706,20,12,12,14,16,7,81,23,22,16,15,24,20,120,16,15,19,16,20,18,104,20,18,22,18,16,19,113,25,23,22,21,22,16,129
FAM9501_384707,FAM9501,FAM9501,0.470223121,,0,low,low,LI-LII,20000,4,2,3,2,216,55945,0.372220123,,,,,6,16,14,15,18,7,76,26,20,25,22,22,23,138,19,14,18,14,20,12,97,17,21,21,18,18,26,121,25,17,26,22,22,17,129
FAM9501_511599,FAM9501,FAM9501,0.470223121,,0,low,low,LI-LII,20000,4,1,3,1,174,55945,0.372220123,,,,,7,10,10,16,17,8,68,20,23,19,17,17,22,118,23,15,19,13,3,14,87,21,22,23,12,21,24,123,19,11,24,23,17,15,109
FAM9501_431765,FAM9501,FAM9501,0.470223121,,0,low,low,LI-LII,20000,3,1,3,1,205,55945,0.372220123,,,,,10,13,11,15,13,4,66,20,13,17,17,16,19,102,16,23,22,16,25,10,112,13,23,24,19,15,19,113,28,26,28,22,21,27,152
FAM6576_370375,FAM6576,FAM6576,0.470223121,370375,1,low,low,LI-LII,20000,3,1,3,1,174,66451,0.395262716,,,,,13,14,21,16,17,9,90,25,26,19,18,24,23,135,13,13,20,19,16,22,103,20,20,20,11,23,21,115,20,17,22,19,25,12,115
FAM6576_475551,FAM6576,FAM6576,0.470223121,475551,0,low,low,LI-LII,20000,4,2,3,2,160,66451,0.395262716,,,,,16,16,12,16,19,16,95,14,11,18,15,11,17,86,20,15,18,14,17,21,105,18,16,18,16,17,14,99,14,15,13,15,10,17,84
FAM6576_645361,FAM6576,FAM6576,0.470223121,645361,1,low,low,LI-LII,20000,5,2,5,3,147,66451,0.395262716,0.194444444,-0.195915005,1362.1477,269.0957048,17,17,20,23,12,15,104,26,24,18,23,26,22,139,17,22,16,17,24,11,107,19,20,24,22,22,28,135,26,18,23,25,25,19,136
FAM6576_534799,FAM6576,FAM6576,0.470223121,534799,1,low,low,LI-LII,20000,4,1,4,2,146,66451,0.395262716,,,,,22,15,23,17,19,14,110,24,20,16,18,22,19,119,17,16,19,14,15,18,99,19,23,24,19,19,22,126,23,14,19,20,23,16,115
FAM4793_447219,FAM4793,FAM4793,0.470223121,447219,1,low,low,LI-LII,20000,4,1,4,3,187,58248,0.420208046,,-0.441880766,1328.648883,250.9945816,13,7,17,13,14,10,74,20,14,9,20,15,20,98,19,12,14,12,15,23,95,18,29,26,19,20,17,129,17,22,19,24,25,18,125
FAM4793_576625,FAM4793,FAM4793,0.470223121,576625,1,low,low,LI-LII,20000,4,1,4,1,175,58248,0.420208046,,,,,15,12,10,11,13,12,73,26,22,11,18,20,21,118,22,23,19,16,18,17,115,18,32,29,20,22,18,139,22,21,21,24,25,25,138
FAM4793_611929,FAM4793,FAM4793,0.470223121,611929,0,low,low,LI-LII,20000,5,1,5,1,148,58248,0.420208046,,-0.196777068,1284.018765,247.9015747,18,14,14,14,16,14,90,18,16,14,14,18,16,96,19,16,20,14,20,18,107,14,18,18,14,12,14,90,18,14,12,18,18,12,92
FAM4793_329792,FAM4793,FAM4793,0.470223121,329792,1,low,low,LI-LII,20000,4,2,4,3,207,58248,0.420208046,,-0.330288618,1411.926477,268.7537555,19,9,14,14,24,16,96,30,21,18,21,29,24,143,23,20,17,15,19,18,112,20,22,29,16,21,19,127,23,19,23,18,17,14,114
FAM5840_650150,FAM5840,FAM5840,0.60148567,650150,0,low,low,LI-LII,20000,5,2,4,1,162,60695,0.367353356,,-0.662149981,1214.010293,215.3556895,20,18,10,17,17,13,95,20,14,12,23,18,17,104,16,11,12,16,12,14,81,15,19,17,16,16,17,100,19,12,10,16,12,11,80
FAM5840_578567,FAM5840,FAM5840,0.60148567,578567,1,low,low,LI-LII,20000,4,3,4,2,195,60695,0.367353356,,0.096514866,1391.198122,190.0809284,22,14,17,18,16,18,105,21,19,11,18,25,21,115,14,21,24,20,15,20,114,19,24,21,14,16,21,115,18,15,17,16,14,13,93
FAM6664_411008,FAM6664,FAM6664,0.60148567,411008,0,low,low,LI-LII,20000,4,4,1,1,150,55945,0.372220123,,,,,10,6,10,11,20,13,70,20,13,15,17,19,19,103,18,15,16,12,13,16,90,18,19,21,22,12,20,112,18,19,17,19,19,17,109
FAM6664_348318,FAM6664,FAM6664,0.60148567,348318,1,low,low,LI-LII,20000,5,1,5,1,173,55945,0.372220123,0.333333333,0.023386816,1373.711071,198.411717,12,11,6,11,19,11,70,27,29,20,20,21,25,142,19,18,20,20,15,18,110,23,16,29,19,18,24,129,16,12,21,24,16,9,98
FAM7057_551175,FAM7057,FAM7057,0.60148567,551175,0,low,low,LI-LII,20000,4,2,4,1,164,55945,0.372220123,,,,,5,13,8,10,7,7,50,25,16,21,22,18,19,121,21,11,22,9,26,21,110,14,18,22,17,9,21,101,24,14,21,18,22,20,119
FAM7057_457641,FAM7057,FAM7057,0.60148567,457641,0,low,low,LI-LII,20000,5,5,1,2,183,55945,0.372220123,,,,,15,17,16,15,18,15,96,16,17,13,16,14,14,90,18,19,14,17,17,16,101,18,14,19,17,15,17,100,21,15,18,21,16,13,104
FAM8554_380093,FAM8554,FAM8554,0.60148567,380093,0,low,low,LI-LII,over 85000,4,2,4,2,221,55945,0.372220123,,,,,16,11,11,13,22,10,83,22,16,13,27,27,26,131,25,12,28,18,22,20,125,18,18,25,8,6,21,96,20,13,19,24,20,12,108
FAM8554_465097,FAM8554,FAM8554,0.60148567,465097,1,low,low,LI-LII,over 85000,4,2,3,3,171,55945,0.372220123,,0.178121874,1346.846265,249.2488017,17,13,4,17,9,5,65,28,31,26,22,17,31,155,19,21,28,16,27,27,138,22,23,28,21,11,20,125,32,21,29,24,32,21,159
FAM6369_456876,FAM6369,FAM6369,0.60148567,456876,1,low,low,LI-LII,20000,4,2,4,2,157,64930,0.396364515,,-0.435049017,1401.412826,224.8264017,19,11,23,15,17,16,101,22,13,11,23,24,22,115,18,18,22,11,14,21,104,15,20,20,19,21,19,114,18,17,21,20,16,11,103
FAM6369_325879,FAM6369,FAM6369,0.60148567,325879,1,low,low,LI-LII,20000,4,2,4,2,187,64930,0.396364515,0.180555556,-0.067253875,1383.202012,242.20542,19,16,21,15,18,16,105,27,25,20,22,28,22,144,19,27,27,16,15,20,124,18,11,22,14,15,21,101,18,12,20,17,17,14,98
FAM7605_417888,FAM7605,FAM7605,0.60148567,417888,0,low,low,LI-LII,20000,4,2,3,2,154,52646,0.397575315,,,,,18,19,18,15,16,15,101,18,14,18,16,15,14,95,17,17,17,16,15,16,98,16,13,15,14,17,19,94,13,16,16,16,17,15,93
FAM7605_398855,FAM7605,FAM7605,0.60148567,398855,1,low,low,LI-LII,20000,4,2,4,1,182,52646,0.397575315,,,,,19,4,6,11,13,8,61,31,29,27,23,28,30,168,23,23,26,16,19,24,131,24,25,30,21,19,27,146,23,11,21,22,27,17,121
FAM4604_491715,FAM4604,FAM4604,0.60148567,491715,0,low,low,LI-LII,20000,5,1,4,1,148,58357,0.41881898,0.930555556,0.061731109,1276.548407,215.1444345,8,11,10,7,17,10,63,22,20,16,21,19,17,115,14,14,14,16,15,15,88,19,26,24,21,17,25,132,21,15,21,18,23,13,111
FAM4604_364297,FAM4604,FAM4604,0.60148567,364297,0,low,low,LI-LII,20000,4,1,4,1,177,58357,0.41881898,,-0.218785298,1231.590385,130.3036679,15,11,14,14,15,12,81,21,18,14,15,15,18,101,20,13,19,14,19,19,104,18,19,23,13,17,20,110,17,18,18,20,19,14,106
FAM8524_325135,FAM8524,FAM8524,0.60148567,325135,0,low,low,LI-LII,20000,4,2,3,2,211,55206,0.423247582,,,,,19,9,8,14,14,9,73,31,25,18,14,27,28,143,27,30,25,18,27,22,149,23,15,28,16,13,25,120,21,14,21,19,18,13,106
FAM8524_492432,FAM8524,FAM8524,0.60148567,492432,1,low,low,LI-LII,20000,5,1,5,2,159,55206,0.423247582,,-0.027910504,1349.785517,224.1883454,23,21,13,12,15,11,95,29,25,13,16,20,24,127,21,25,20,16,19,18,119,15,14,23,17,14,19,102,22,15,20,18,20,19,114
FAM9141_398223,FAM9141,FAM9141,0.60148567,398223,0,low,low,LI-LII,20000,4,1,4,2,171,55206,0.423247582,,-0.281188795,1225.694745,127.0037449,18,20,21,17,17,20,113,20,10,12,16,19,13,90,13,13,12,12,15,18,83,17,13,21,14,20,21,106,22,17,15,19,18,16,107
FAM9141_487838,FAM9141,FAM9141,0.60148567,487838,1,low,low,LI-LII,20000,3,2,2,3,149,55206,0.423247582,,,,,22,10,19,16,20,16,103,32,26,18,21,27,23,147,25,20,26,16,20,17,124,22,22,30,21,19,27,141,20,14,23,20,18,12,107
FAM7506_441585,FAM7506,FAM7506,0.705334681,441585,0,low,low,LI-LII,30000,3,1,3,2,146,60695,0.367353356,,,,,15,18,14,21,17,16,101,17,15,17,21,22,16,108,14,12,11,15,14,16,82,14,15,21,13,18,19,100,18,18,22,18,19,17,112
FAM7506_371994,FAM7506,FAM7506,0.705334681,371994,1,low,low,LI-LII,30000,3,1,3,1,173,60695,0.367353356,0.263888889,-0.821447318,1312.686556,209.5478011,17,18,17,19,21,10,102,23,20,16,21,27,20,127,19,23,22,15,20,19,118,20,25,22,16,16,21,120,21,20,17,21,19,10,108
FAM8387_512002,FAM8387,FAM8387,0.705334681,512002,0,low,low,LI-LII,30000,5,1,4,2,190,55945,0.372220123,0.972222222,0.256387842,1251.535948,130.5497613,9,16,11,18,17,18,89,23,22,9,14,19,17,104,17,15,15,17,9,20,93,17,21,22,15,20,16,111,17,8,18,21,20,14,98
FAM8387_464920,FAM8387,FAM8387,0.705334681,464920,0,low,low,LI-LII,30000,4,1,4,1,220,55945,0.372220123,,-0.556692508,1228.823199,105.1949295,14,12,14,18,13,10,81,26,14,17,16,19,23,115,13,16,19,11,19,18,96,18,18,26,18,15,19,114,24,22,27,22,25,19,139
FAM9898_458080,FAM9898,FAM9898,0.705334681,458080,0,low,low,LI-LII,30000,4,2,3,2,192,55945,0.372220123,,,,,17,8,12,12,17,11,77,21,17,17,19,15,20,109,15,8,16,16,20,24,99,20,24,25,21,15,20,125,26,13,23,20,22,14,118
FAM9898_378752,FAM9898,FAM9898,0.705334681,378752,1,low,low,LI-LII,30000,3,3,2,3,211,55945,0.372220123,,,,,28,18,22,19,15,23,125,22,19,13,15,21,10,100,25,23,23,18,20,21,130,18,18,27,21,20,23,127,17,14,26,20,17,22,116
FAM7291_367939,FAM7291,FAM7291,0.730300153,367939,1,low,low,LI-LII,20000,4,1,4,1,187,55206,0.423247582,0.208333333,-0.416650596,1345.719204,263.3291946,13,14,16,14,20,11,88,21,20,13,17,26,20,117,23,19,20,16,17,25,120,15,24,24,17,20,19,119,20,14,15,19,20,13,101
FAM7291_479477,FAM7291,FAM7291,0.730300153,479477,1,low,low,LI-LII,20000,4,1,4,1,146,55206,0.423247582,0.5,-1.205446815,1374.332762,286.9907114,21,23,18,22,20,22,126,17,20,12,17,15,14,95,18,13,13,12,15,17,88,16,24,16,20,19,17,112,13,15,18,17,11,14,88
FAM2535_467883,FAM2535,FAM2535,0.902228504,467883,0,low,low,LI-LII,30000,4,2,4,2,158,60695,0.367353356,,-1.847896866,1205.464647,148.9789895,15,19,14,17,15,12,92,17,22,16,14,18,19,106,16,12,13,11,12,17,81,18,19,20,13,20,18,108,17,17,18,21,19,19,111
FAM2535_331968,FAM2535,FAM2535,0.902228504,331968,0,low,low,LI-LII,30000,4,2,3,2,187,60695,0.367353356,,,,,18,14,17,23,21,13,106,23,17,16,23,23,19,121,12,9,21,8,5,13,68,20,19,21,16,22,19,117,17,19,25,18,18,15,112
FAM4603_416997,FAM4603,FAM4603,0.902228504,416997,1,low,low,LI-LII,30000,4,2,4,2,171,55945,0.372220123,,,,,15,17,11,21,13,12,89,23,15,18,23,20,19,118,15,17,13,15,17,14,91,19,17,24,18,13,16,107,17,19,20,20,14,21,111
FAM4603_350150,FAM4603,FAM4603,0.902228504,350150,1,low,low,LI-LII,30000,4,3,2,3,197,55945,0.372220123,,,,,16,11,16,14,13,14,84,27,23,10,20,24,23,127,20,14,18,17,18,16,103,23,21,25,18,16,24,127,25,15,28,25,22,17,132
FAM5979_385042,FAM5979,FAM5979,0.902228504,385042,1,low,low,LI-LII,30000,4,2,4,2,176,55945,0.372220123,,0.534459611,1363.043405,221.1141615,17,19,19,15,23,12,105,22,10,11,17,20,20,100,30,20,19,14,19,21,123,18,18,24,19,21,22,122,21,21,18,20,19,14,113
FAM5979_476567,FAM5979,FAM5979,0.902228504,476567,1,low,low,LI-LII,30000,4,2,4,3,152,55945,0.372220123,,1.526039468,1348.918556,216.6351074,22,10,18,12,13,14,89,28,27,12,23,21,25,136,21,20,12,19,10,16,98,22,21,27,24,19,28,141,21,17,16,25,24,16,119
FAM8501_440523,FAM8501,FAM8501,0.902228504,440523,0,low,low,LI-LII,30000,5,1,5,2,194,55945,0.372220123,,,,,15,20,8,16,18,10,87,21,13,16,16,16,17,99,16,22,20,12,19,15,104,13,14,20,16,13,12,88,14,14,22,17,19,21,107
FAM8501_566006,FAM8501,FAM8501,0.902228504,566006,0,low,low,LI-LII,30000,4,4,2,1,176,55945,0.372220123,,,,,15,17,18,14,17,16,97,19,20,11,18,18,16,102,18,16,16,17,14,16,97,15,16,20,15,18,19,103,16,15,15,18,17,16,97
FAM9675_344729,FAM9675,FAM9675,0.902228504,321805,0,low,low,LI-LII,30000,3,1,3,1,211,55945,0.372220123,,,,,8,19,20,12,18,15,92,19,12,11,15,16,20,93,15,12,14,22,24,22,109,14,14,21,19,16,13,97,19,21,12,20,20,16,108
FAM9675_486853,FAM9675,FAM9675,0.902228504,418549,0,low,low,LI-LII,30000,3,2,3,2,166,55945,0.372220123,,,,,16,11,14,14,13,12,80,19,16,12,16,21,15,99,12,17,11,17,13,18,88,19,20,24,21,17,22,123,19,17,20,23,19,18,116
FAM4692_348137,FAM4692,FAM4692,0.902228504,348137,0,low,low,LI-LII,30000,3,1,3,1,169,64700,0.381826525,,,,,12,15,14,12,12,13,78,21,22,18,19,24,21,125,16,8,14,16,15,18,87,20,15,18,15,13,12,93,22,17,19,18,16,15,107
FAM4692_419595,FAM4692,FAM4692,0.902228504,419595,0,low,low,LI-LII,30000,3,3,2,4,148,64700,0.381826525,,,,,16,14,14,19,20,15,98,12,15,18,13,19,17,94,17,17,15,14,18,14,95,14,15,20,12,12,14,87,17,19,17,18,14,16,101
FAM5957_324974,FAM5957,FAM5957,0.902228504,324974,0,low,low,LI-LII,30000,4,2,1,1,195,51096,0.416741913,,,,,15,15,14,19,16,11,90,20,19,17,24,23,20,123,14,13,20,17,14,16,94,17,22,24,15,18,16,112,20,15,21,24,19,17,116
FAM5957_494976,FAM5957,FAM5957,0.902228504,494976,1,low,low,LI-LII,30000,4,3,3,2,165,51096,0.416741913,,,,,18,10,16,19,15,19,97,15,16,15,17,14,11,88,17,17,16,9,18,13,90,9,13,16,19,12,10,79,12,20,16,16,16,21,101
FAM5632_426149,FAM5632,FAM5632,0.902228504,426149,0,low,low,LI-LII,30000,4,2,5,3,152,43195,0.417031739,,0.08144711,1328.672857,155.1396475,13,16,16,17,18,14,94,18,18,11,18,16,19,100,19,10,17,15,13,15,89,19,22,23,18,16,18,116,18,20,23,19,19,15,114
FAM5632_304947,FAM5632,FAM5632,0.902228504,304947,1,low,low,LI-LII,30000,3,2,3,1,184,43195,0.417031739,,-0.068623287,1355.416247,245.6073413,27,18,21,19,24,25,134,24,27,10,18,24,21,124,19,19,22,15,10,16,101,17,20,22,20,19,20,118,12,9,13,9,11,8,62
FAM9384_410898,FAM9384,FAM9384,0.902228504,410898,1,low,low,LI-LII,30000,4,2,4,2,172,58357,0.41881898,0.055555556,-0.06702394,1332.169661,257.3148025,17,13,14,15,18,13,90,27,23,17,20,22,21,130,21,19,19,19,17,16,111,20,21,22,18,20,23,124,20,22,19,15,18,14,108
FAM9384_388492,FAM9384,FAM9384,0.902228504,388492,1,low,low,LI-LII,30000,-9,-9,-9,-9,213,58357,0.41881898,,,,,19,13,25,20,20,20,117,30,23,11,18,22,23,127,25,22,21,16,14,14,112,20,21,26,21,23,26,137,17,16,24,20,21,13,111
FAM1571_332254,FAM1571,FAM1571,0.902228504,332254,0,low,low,LI-LII,30000,4,2,3,3,185,55363,0.423514039,,,,,10,15,15,17,14,15,86,19,19,16,19,18,20,111,19,20,24,15,14,18,110,15,13,18,16,20,21,103,18,15,20,17,16,13,99
FAM1571_566750,FAM1571,FAM1571,0.902228504,566750,0,low,low,LI-LII,30000,4,3,3,1,149,55363,0.423514039,0.930555556,1.564951968,1308.401269,235.3771548,18,20,18,19,19,10,104,27,19,16,17,11,18,108,13,6,18,11,13,20,81,18,20,26,21,16,20,121,19,16,19,26,23,13,116
FAM1571_420307,FAM1571,FAM1571,0.902228504,420307,0,low,low,LI-LII,30000,5,2,5,1,149,55363,0.423514039,,1.566634334,1269.826428,231.405715,23,19,11,24,19,15,111,29,24,13,20,21,26,133,22,14,20,19,19,17,111,19,24,23,23,17,27,133,22,14,20,20,20,14,110
FAM7548_334886,FAM7548,FAM7548,0.902228504,334886,1,low,low,LI-LII,30000,4,3,3,4,214,39116,0.425528985,,,,,22,15,16,18,16,12,99,25,22,20,19,20,25,131,22,18,21,14,19,21,115,19,20,25,18,16,22,120,22,15,24,16,18,14,109
FAM7548_421496,FAM7548,FAM7548,0.902228504,421496,1,low,low,LI-LII,30000,3,3,3,4,150,39116,0.425528985,,,,,24,17,16,15,16,17,105,19,18,12,17,13,21,100,20,16,17,13,22,15,103,19,27,24,23,16,22,131,22,14,25,22,16,17,116
FAM2889_332050,FAM2889,FAM2889,0.902228504,332050,1,low,low,LI-LII,30000,3,1,3,1,223,85660,0.426640544,,-0.153888923,1380.782391,251.3651595,14,10,9,15,12,8,68,31,27,23,20,21,25,147,22,13,21,16,13,15,100,20,29,31,16,18,22,136,20,15,27,22,19,17,120
FAM2889_491022,FAM2889,FAM2889,0.902228504,491022,0,low,low,LI-LII,30000,4,2,4,3,183,85660,0.426640544,,0.284651118,1292.558391,208.4304284,14,13,15,13,13,17,85,16,17,22,13,16,16,100,18,15,19,13,16,17,98,18,11,15,17,18,15,94,16,15,17,17,18,20,103
FAM8973_585042,FAM8973,FAM8973,0.940446242,585042,0,low,low,LI-LII,40000,4,1,3,1,177,55945,0.372220123,0.944444444,-1.346446496,1256.286568,146.8134402,15,17,18,20,17,17,104,18,15,15,19,19,13,99,12,7,20,19,13,15,86,14,10,9,10,15,13,71,16,16,16,13,18,11,90
FAM8973_446834,FAM8973,FAM8973,0.940446242,446834,0,low,low,LI-LII,40000,5,1,5,1,198,55945,0.372220123,0.972222222,-0.266294104,1271.778673,115.8573297,16,10,16,14,20,11,87,16,20,15,13,16,19,99,17,24,15,11,20,19,106,15,15,17,21,16,17,101,11,21,17,10,10,17,86
FAM8438_492359,FAM8438,FAM8438,1.09545023,492359,0,low,low,LI-LII,30000,4,1,4,1,187,60695,0.367353356,,,,,12,10,14,16,22,6,80,24,19,19,20,25,20,127,21,15,18,14,6,15,89,18,23,26,17,24,25,133,20,18,24,26,18,16,122
FAM8438_314096,FAM8438,FAM8438,1.09545023,314096,0,low,low,LI-LII,30000,5,1,5,1,219,60695,0.367353356,,,,,17,11,18,20,17,12,95,17,19,17,19,15,16,103,21,15,10,15,14,15,90,20,21,19,16,12,15,103,13,18,12,18,15,19,95
FAM2489_430515,FAM2489,FAM2489,1.175557802,430515,1,low,low,LI-LII,50000,4,1,4,2,186,66451,0.395262716,,-0.002173313,1356.377863,249.7194679,15,17,17,17,19,8,93,24,26,17,22,12,21,122,16,18,18,15,11,15,93,19,22,16,14,15,19,105,15,16,17,17,14,15,94
FAM6377_332154,FAM6377,FAM6377,1.175557802,332154,0,low,low,LI-LII,50000,5,1,4,3,186,52646,0.397575315,,-2.11667315,1212.913778,104.1381855,12,6,22,26,20,12,98,27,26,7,21,13,14,108,26,18,18,11,23,21,117,29,25,30,31,24,28,167,20,26,23,15,24,15,123
FAM6377_449589,FAM6377,FAM6377,1.175557802,449589,1,low,low,LI-LII,50000,4,4,4,4,164,52646,0.397575315,0.458333333,-0.046229876,1392.818743,263.311417,22,10,16,16,18,13,95,14,12,6,18,18,20,88,18,15,18,15,22,12,100,12,28,24,18,15,21,118,19,19,24,25,27,14,128
FAM4913_364022,FAM4913,FAM4913,1.175557802,364022,0,low,low,LI-LII,50000,5,1,5,1,175,58357,0.41881898,,-0.277954267,1208.827954,167.4629733,5,2,2,6,3,2,20,18,14,19,23,17,11,102,17,7,10,19,23,23,99,16,27,21,20,17,14,115,25,16,23,22,26,17,129
FAM4913_449054,FAM4913,FAM4913,1.175557802,449054,0,low,low,LI-LII,50000,4,1,4,1,148,58357,0.41881898,,1.581191408,1245.175266,233.3165551,14,9,3,5,16,5,52,27,27,24,21,18,29,146,18,13,20,15,20,17,103,24,18,27,16,6,23,114,26,25,26,19,27,13,136
FAM8993_383066,FAM8993,FAM8993,1.175557802,383066,1,low,low,LI-LII,50000,4,2,4,2,224,39116,0.425528985,0.138888889,-0.440277111,1365.104908,223.3315491,16,14,11,14,15,9,79,22,18,18,17,16,19,110,17,20,20,16,18,18,109,20,20,22,19,17,20,118,21,19,23,19,23,22,127
FAM8993_585624,FAM8993,FAM8993,1.175557802,585624,0,low,low,LI-LII,50000,5,2,3,1,155,39116,0.425528985,0.847222222,-0.505593302,1265.81375,152.889039,17,9,9,17,13,5,70,30,22,13,21,18,21,125,15,17,23,11,22,15,103,19,28,27,19,21,20,134,21,14,30,27,30,26,148
FAM8993_475294,FAM8993,FAM8993,1.175557802,475294,1,low,low,LI-LII,50000,5,3,5,3,197,39116,0.425528985,,-0.257197738,1369.89013,218.1809706,19,13,10,12,17,8,79,30,27,20,26,20,25,148,20,24,28,17,21,22,132,25,29,30,23,16,24,147,29,20,29,26,26,22,152
FAM3313_525993,FAM3313,FAM3313,1.202971339,525993,1,low,low,LI-LII,40000,5,5,1,1,151,56133,0.344122579,,0.317569226,1476.451802,222.9118982,16,15,17,18,17,16,99,17,13,9,16,15,19,89,21,17,18,15,18,16,105,17,26,18,23,18,24,126,18,18,17,14,15,17,99
FAM3313_446129,FAM3313,FAM3313,1.202971339,446129,1,low,low,LI-LII,40000,4,3,2,3,168,56133,0.344122579,,0.181833703,1418.060206,234.2058308,23,27,19,25,18,21,133,18,24,11,22,20,18,113,22,22,19,14,17,18,112,13,20,19,11,19,17,99,19,16,20,20,19,12,106
FAM3217_389702,FAM3217,FAM3217,1.202971339,389702,0,low,low,LI-LII,40000,3,1,3,1,204,55945,0.372220123,,,,,13,13,7,13,15,13,74,22,12,19,23,23,19,118,17,14,17,11,17,17,93,21,20,19,13,16,18,107,20,14,23,21,19,13,110
FAM3217_493146,FAM3217,FAM3217,1.202971339,493146,1,low,low,LI-LII,40000,4,2,4,3,161,55945,0.372220123,,0.096673167,1365.16668,277.5766246,22,16,17,14,18,11,98,28,25,15,22,26,23,139,17,18,22,20,20,17,114,23,22,22,15,16,22,120,16,15,18,21,18,15,103
FAM5883_328539,FAM5883,FAM5883,1.202971339,328539,0,low,low,LI-LII,40000,4,2,4,2,191,55945,0.372220123,,,,,15,13,10,11,16,13,78,25,23,22,18,19,18,125,19,7,18,12,12,16,84,17,20,24,14,13,19,107,22,14,18,18,18,17,107
FAM5883_462159,FAM5883,FAM5883,1.202971339,462159,1,low,low,LI-LII,40000,4,2,4,3,156,55945,0.372220123,,,,,17,12,18,16,18,20,101,17,16,17,15,15,17,97,14,15,20,16,10,14,89,15,18,15,14,12,15,89,17,14,18,18,13,16,96
FAM6892_485693,FAM6892,FAM6892,1.202971339,485693,0,low,low,LI-LII,40000,5,1,5,1,174,55945,0.372220123,,,,,17,13,20,20,17,12,99,20,17,14,24,30,24,129,18,15,19,15,13,15,95,21,20,24,15,14,20,114,19,17,21,21,22,13,113
FAM6892_366973,FAM6892,FAM6892,1.202971339,366973,1,low,low,LI-LII,40000,4,2,4,3,212,55945,0.372220123,,0.845598323,1328.644427,198.9125377,21,15,16,18,13,11,94,26,23,15,19,23,22,128,19,15,19,14,16,18,101,19,17,22,19,20,18,115,23,20,20,21,18,20,122
FAM6926_489801,FAM6926,FAM6926,1.202971339,489801,0,low,low,LI-LII,40000,4,1,4,1,161,55945,0.372220123,,0.27934545,1265.692643,187.5155378,16,12,7,14,12,12,73,26,17,14,18,15,22,112,20,17,20,17,23,17,114,18,23,26,21,17,27,132,22,19,24,19,19,20,123
FAM6926_383307,FAM6926,FAM6926,1.202971339,383307,1,low,low,LI-LII,40000,4,2,4,1,181,55945,0.372220123,,0.418477425,1346.507576,246.7265566,19,16,13,17,16,9,90,26,19,25,17,20,30,137,22,28,15,15,21,14,115,22,15,24,19,16,22,118,24,21,18,24,16,15,118
FAM8703_439503,FAM8703,FAM8703,1.202971339,439503,1,low,low,LI-LII,40000,3,1,5,1,186,55945,0.372220123,,-0.413450678,1436.922401,251.9629608,15,20,17,20,14,13,99,23,22,11,16,23,18,113,15,16,15,14,15,18,93,20,24,24,21,21,21,131,21,21,25,22,18,19,126
FAM8703_589393,FAM8703,FAM8703,1.202971339,589393,0,low,low,LI-LII,40000,3,3,1,5,171,55945,0.372220123,,-0.25012731,1220.975983,157.7955442,20,10,12,20,16,9,87,26,15,15,17,22,21,116,19,17,21,15,21,19,112,21,23,25,20,14,22,125,20,16,25,19,24,19,123
