 uniqueID,fam_id,fam_id 2,Income-to-needs,sub_id,Sex,Inequality Grp,Income Grp,Final Grp,Household Income,Valence Pre,Arousal Pre,Valence Post,Arousal Post,Age,CT Mean Income,Gini CT,Voice Rating,Formant Position,Formant Dispersion,Fundamental Frequency,N1,N2,N3,N4,N5,N6,Neuroticism,E1,E2,E3,E4,E5,E6,Extroversion,O1,O2,O3,O4,O5,O6,Openness,A1,A2,A3,A4,A5,A6,Agreeableness,C1,C2,C3,C4,C5,C6,Conscientiousness
FAM1333_336074,FAM1333,FAM1333,1.804457009,336074,0,high,high,HI-HII,60000,4,1,4,1,192,56682,0.476357393,,,,,11,5,7,12,19,2,56,31,22,21,25,18,28,145,19,25,21,17,32,20,134,24,25,30,19,11,29,138,30,24,30,27,30,25,166
FAM1333_483944,FAM1333,FAM1333,1.804457009,483944,0,high,high,HI-HII,60000,4,1,4,2,168,56682,0.476357393,,,,,12,19,13,13,17,14,88,22,17,21,15,20,18,113,14,15,17,14,13,19,92,18,15,20,16,18,18,105,17,15,20,15,19,16,102
FAM8708_536850,FAM8708,FAM8708,1.804457009,536850,1,high,high,HI-HII,60000,3,3,4,2,170,56682,0.476357393,,0.082029139,1413.784045,215.9507405,20,18,20,18,23,14,113,25,26,20,24,26,24,145,22,21,28,20,19,16,126,21,23,26,13,17,21,121,19,17,17,16,18,11,98
FAM8708_411929,FAM8708,FAM8708,1.804457009,411929,0,high,high,HI-HII,60000,3,3,4,2,200,56682,0.476357393,,,,,21,10,17,13,19,10,90,19,18,20,23,24,26,130,25,29,26,14,30,24,148,14,24,26,19,5,30,118,23,16,20,21,22,20,122
FAM1360_496004,FAM1360,FAM1360,1.804457009,496004,1,high,high,HI-HII,60000,-9,-9,-9,-9,195,55118,0.480416107,,,,,23,22,23,23,24,22,137,15,6,8,17,20,26,92,28,16,25,10,20,25,124,13,22,21,19,18,24,117,21,16,21,23,20,13,114
FAM2035_362925,FAM2035,FAM2035,1.804457009,362925,0,high,high,HI-HII,60000,4,3,1,3,178,55118,0.480416107,,,,,13,13,8,9,18,11,72,24,16,14,17,25,19,115,18,13,15,11,21,20,98,15,18,22,19,16,18,108,20,22,21,20,18,18,119
FAM2305_411939,FAM2305,FAM2305,1.804457009,411939,0,high,high,HI-HII,60000,3,2,3,2,169,55118,0.480416107,1,-0.104635182,1234.005691,138.3460703,14,14,12,15,17,17,89,20,11,16,15,17,15,94,19,19,20,16,17,16,107,20,15,16,15,18,14,98,18,17,16,19,20,11,101
FAM2305_306591,FAM2305,FAM2305,1.804457009,306591,0,high,high,HI-HII,60000,4,1,4,1,209,55118,0.480416107,,,,,23,14,8,15,8,18,86,20,13,12,11,14,13,83,18,20,15,16,18,11,98,17,20,12,19,21,15,104,14,17,12,16,12,23,94
FAM3359_338204,FAM3359,FAM3359,1.825750383,338204,0,high,high,HI-HII,50000,4,1,4,2,215,52710,0.431556638,,0.374582511,,,17,9,10,13,18,11,78,29,28,17,21,27,26,148,29,21,21,14,23,20,128,23,29,29,21,24,29,155,22,21,25,21,20,14,123
FAM3359_440762,FAM3359,FAM3359,1.825750383,440762,0,high,high,HI-HII,50000,4,2,3,3,178,52710,0.431556638,,0.555237253,1321.980104,220.2346784,20,10,8,8,13,9,68,28,29,21,19,24,27,148,17,15,21,18,21,20,112,22,24,28,16,16,23,129,27,16,25,22,26,19,135
FAM2513_440710,FAM2513,FAM2513,1.825750383,440710,1,high,high,HI-HII,50000,4,2,4,2,153,71612,0.451502145,,,,,14,11,11,9,12,9,66,30,29,15,20,24,26,144,15,20,20,15,21,20,111,24,29,29,24,19,25,150,24,18,26,20,23,21,132
FAM2513_308260,FAM2513,FAM2513,1.825750383,308260,1,high,high,HI-HII,50000,5,2,4,2,205,71612,0.451502145,,,,,18,9,3,4,9,2,45,31,25,16,22,20,27,141,25,22,21,20,25,26,139,25,31,31,28,10,25,150,28,28,30,26,31,26,169
FAM1891_460482,FAM1891,FAM1891,1.900578621,460482,0,high,high,HI-HII,over 85000,4,2,4,3,217,49461,0.441056601,,,,,10,4,5,14,7,2,42,32,24,18,25,14,28,141,8,12,21,14,2,21,78,30,32,25,21,20,22,150,24,21,30,22,25,12,134
FAM1891_650968,FAM1891,FAM1891,1.900578621,650968,1,high,high,HI-HII,over 85000,3,1,3,1,180,49461,0.441056601,,,,,13,12,12,17,17,13,84,26,22,21,18,21,25,133,17,17,21,17,13,17,102,20,28,24,22,20,23,137,17,19,21,20,18,16,111
FAM1891_534331,FAM1891,FAM1891,1.900578621,534331,0,high,high,HI-HII,over 85000,3,1,3,1,196,49461,0.441056601,,-0.892223012,,,21,20,14,18,20,17,110,22,14,18,19,20,20,113,16,13,17,16,14,14,90,17,18,19,19,17,20,110,20,21,19,21,19,20,120
FAM8994_375892,FAM8994,FAM8994,2.105199844,375892,1,high,high,HI-HII,70000,4,1,4,1,188,52710,0.431556638,0.041666667,1.021551797,1355.851068,218.9460628,12,8,12,6,18,22,78,29,27,23,24,25,29,157,28,18,22,21,24,24,137,25,18,26,17,15,22,123,18,8,22,23,15,12,98
FAM8994_483060,FAM8994,FAM8994,2.105199844,483060,1,high,high,HI-HII,70000,4,3,3,3,150,52710,0.431556638,,-0.005350159,1366.994164,234.7563677,17,17,12,16,20,10,92,24,23,19,20,23,26,135,21,22,20,19,21,16,119,23,18,27,15,15,22,120,21,19,25,21,17,15,118
FAM1330_319225,FAM1330,FAM1330,2.105199844,319225,0,high,high,HI-HII,70000,4,2,4,1,216,58815,0.434503108,,,,,4,5,6,8,10,9,42,27,11,11,11,19,24,103,23,16,27,11,12,23,112,25,31,31,22,23,29,161,24,24,31,21,20,23,143
FAM1330_471754,FAM1330,FAM1330,2.105199844,471754,0,high,high,HI-HII,70000,4,2,1,1,188,58815,0.434503108,,,,,13,12,16,12,21,14,88,24,25,17,19,25,20,130,15,17,22,16,10,20,100,23,23,28,20,19,23,136,22,16,25,21,23,17,124
FAM1330_528422,FAM1330,FAM1330,2.105199844,528422,0,high,high,HI-HII,70000,4,1,4,1,158,58815,0.434503108,0.972222222,-1.458189878,1170.248125,112.2930654,18,15,7,14,16,9,79,25,15,16,20,19,25,120,16,21,22,15,21,20,115,26,28,28,23,13,28,146,25,20,28,24,27,26,150
FAM1385_437691,FAM1385,FAM1385,2.105199844,437691,1,high,high,HI-HII,70000,4,2,4,2,148,58815,0.434503108,,-0.539039582,1357.653666,226.6299907,16,10,9,10,8,8,61,22,20,14,19,18,18,111,20,22,15,16,20,18,111,22,22,22,18,19,24,127,18,18,24,20,22,14,116
FAM1385_363370,FAM1385,FAM1385,2.105199844,363370,0,high,high,HI-HII,70000,4,3,3,2,201,58815,0.434503108,,-0.662117768,1210.310882,144.0694882,19,16,16,16,19,14,100,23,16,19,22,18,20,118,20,20,22,10,23,23,118,21,16,22,21,15,22,117,22,22,19,19,21,14,117
FAM1483_317754,FAM1483,FAM1483,2.105199844,317754,1,high,high,HI-HII,70000,3,2,3,2,227,58815,0.434503108,,1.010721432,,,20,13,16,10,18,15,92,30,21,18,20,17,22,128,29,31,29,21,29,26,165,21,29,29,18,14,30,141,22,12,22,15,17,17,105
FAM1483_483796,FAM1483,FAM1483,2.105199844,483796,1,high,high,HI-HII,70000,5,2,4,4,199,58815,0.434503108,,-0.451830487,1332.858217,210.9438585,21,16,14,20,26,17,114,27,25,22,19,12,28,133,29,32,25,20,19,23,148,19,22,27,15,18,25,126,22,19,24,21,23,12,121
FAM1861_587641,FAM1861,FAM1861,2.105199844,587641,0,high,high,HI-HII,70000,4,3,3,4,173,58815,0.434503108,,-0.116627634,1277.744029,201.4468625,12,20,15,13,13,18,91,14,16,9,14,25,20,98,22,9,7,12,8,20,78,22,20,18,12,18,20,110,12,6,13,10,10,11,62
FAM1861_476024,FAM1861,FAM1861,2.105199844,476024,1,high,high,HI-HII,70000,4,2,3,3,196,58815,0.434503108,,,,,20,13,17,17,18,17,102,21,27,17,17,24,22,128,21,9,21,14,10,22,97,19,18,25,19,20,26,127,20,19,21,17,20,17,114
FAM7873_410088,FAM7873,FAM7873,2.105199844,410088,0,high,high,HI-HII,70000,4,1,4,2,158,58815,0.434503108,,,,,12,16,12,14,17,12,83,21,10,11,19,14,28,103,16,17,17,12,24,13,99,20,16,25,18,22,13,114,20,17,23,19,22,22,123
FAM7873_571429,FAM7873,FAM7873,2.105199844,571429,1,high,high,HI-HII,70000,4,2,4,1,159,58815,0.434503108,,0.994678367,1325.837602,219.9478231,12,12,19,24,15,14,96,22,19,14,18,24,25,122,16,15,18,20,15,17,101,18,23,26,18,12,26,123,17,12,26,21,20,19,115
FAM7873_373765,FAM7873,FAM7873,2.105199844,373765,0,high,high,HI-HII,70000,4,1,3,1,194,58815,0.434503108,,,,,17,11,14,15,18,10,85,29,21,20,19,23,24,136,22,9,19,16,12,19,97,23,26,24,13,16,24,126,21,9,20,17,15,14,96
FAM5556_648478,FAM5556,FAM5556,2.105199844,648478,0,high,high,HI-HII,70000,3,3,2,4,157,58176,0.43903699,0.833333333,2.479143202,1248.448922,194.2410638,10,13,13,17,18,7,78,19,25,9,18,18,16,105,11,11,13,15,13,18,81,16,19,21,16,13,20,105,22,18,16,23,21,17,117
FAM5556_540189,FAM5556,FAM5556,2.105199844,540189,1,high,high,HI-HII,70000,4,2,4,2,190,58176,0.43903699,,0.040027222,1348.637466,265.1160913,23,20,19,17,18,15,112,26,22,12,15,22,27,124,27,24,24,19,23,17,134,19,18,24,16,15,26,118,23,21,20,20,22,18,124
FAM2234_466307,FAM2234,FAM2234,2.105199844,466307,1,high,high,HI-HII,70000,4,2,3,1,145,49461,0.441056601,,0.390209569,1206.857337,314.4007933,13,19,10,14,16,17,89,29,21,18,13,17,20,118,14,19,15,12,15,18,93,18,24,19,18,23,17,119,25,18,21,18,20,17,119
FAM2234_343803,FAM2234,FAM2234,2.105199844,343803,1,high,high,HI-HII,70000,4,2,4,1,178,49461,0.441056601,,-1.321010129,1340.151507,262.701925,22,13,17,18,20,13,103,24,18,11,20,20,26,119,28,18,16,16,18,21,117,17,23,26,14,19,23,122,21,7,23,21,14,6,92
FAM1868_426112,FAM1868,FAM1868,2.105199844,426112,0,high,high,HI-HII,70000,4,1,4,2,147,58087,0.442047038,,,,,13,14,15,14,19,17,92,15,13,14,18,18,13,91,19,18,19,22,14,15,107,17,17,20,19,14,18,105,18,11,19,16,17,15,96
FAM1868_368480,FAM1868,FAM1868,2.105199844,368480,0,high,high,HI-HII,70000,4,1,4,2,197,58087,0.442047038,,,,,16,7,12,11,17,7,70,32,24,22,21,23,27,149,17,29,22,16,31,22,137,25,17,28,19,14,28,131,25,14,24,30,22,20,135
FAM5924_483432,FAM5924,FAM5924,2.105199844,483432,0,high,high,HI-HII,70000,3,1,2,2,178,58087,0.442047038,,-0.219690079,,,7,8,6,9,13,7,50,24,18,15,20,21,24,122,18,5,17,11,17,16,84,19,25,32,18,7,23,124,26,14,28,28,28,18,142
FAM5924_510878,FAM5924,FAM5924,2.105199844,510878,0,high,high,HI-HII,70000,3,2,3,1,155,58087,0.442047038,,-1.149605384,,,10,9,13,12,14,11,69,23,22,16,21,20,23,125,18,13,18,15,9,15,88,17,23,25,22,12,20,119,20,13,21,21,24,18,117
FAM5924_301866,FAM5924,FAM5924,2.105199844,301866,1,high,high,HI-HII,70000,3,2,2,3,195,58087,0.442047038,,,,,27,11,25,23,18,14,118,23,12,9,13,12,16,85,20,21,22,16,23,25,127,19,26,30,26,23,26,150,23,16,27,20,24,22,132
FAM6251_380439,FAM6251,FAM6251,2.105199844,380439,0,high,high,HI-HII,70000,3,1,3,1,212,58087,0.442047038,,-2.237937554,1222.463978,98.84039734,15,21,12,21,23,9,101,12,0,8,23,10,18,71,16,12,17,15,15,17,92,12,27,16,13,19,14,101,26,23,27,25,27,23,151
FAM6251_467809,FAM6251,FAM6251,2.105199844,467809,1,high,high,HI-HII,70000,4,1,4,1,198,58087,0.442047038,,,,,20,22,22,23,19,14,120,14,10,12,15,17,20,88,14,25,16,12,24,18,109,15,22,17,15,18,17,104,20,12,19,23,16,16,106
FAM2591_362359,FAM2591,FAM2591,2.105199844,362359,0,high,high,HI-HII,70000,4,2,3,1,169,71612,0.451502145,,,,,11,9,4,16,9,1,50,29,21,24,17,19,24,134,29,17,19,16,19,25,125,11,29,25,16,24,25,130,22,9,20,20,19,17,107
FAM2591_488393,FAM2591,FAM2591,2.105199844,488393,0,high,high,HI-HII,70000,4,2,3,3,146,71612,0.451502145,,0.540586656,1211.762735,251.6050833,14,18,18,25,15,11,101,19,14,7,15,9,18,82,13,10,16,9,24,21,93,17,22,25,25,20,18,127,22,15,16,16,22,15,106
FAM7787_446208,FAM7787,FAM7787,2.105199844,446208,0,high,high,HI-HII,70000,3,2,3,2,208,71612,0.451502145,,-1.880390269,1230.627455,135.198874,13,18,13,13,19,10,86,28,24,16,16,23,27,134,27,25,22,19,14,21,128,23,15,25,21,15,24,123,16,9,22,18,11,12,88
FAM7787_570237,FAM7787,FAM7787,2.105199844,570237,1,high,high,HI-HII,70000,3,2,3,2,178,71612,0.451502145,,-0.499259954,1439.759765,219.132475,18,19,19,24,21,15,116,21,23,12,23,19,26,124,23,17,17,14,18,16,105,15,21,22,19,20,24,121,18,21,22,21,21,16,119
FAM6989_571987,FAM6989,FAM6989,2.105199844,571987,0,high,high,HI-HII,70000,5,5,1,1,172,52871,0.457275684,,,,,25,21,16,13,21,18,114,26,22,15,14,20,23,120,27,27,23,14,7,16,114,17,14,25,11,17,20,104,20,13,21,22,15,19,110
FAM8809_323722,FAM8809,FAM8809,2.105199844,323722,1,high,high,HI-HII,70000,4,4,3,5,179,52871,0.457275684,,,,,13,11,10,15,14,5,68,30,28,19,22,22,27,148,25,27,20,17,25,19,133,22,28,28,19,19,25,141,27,27,31,22,29,23,159
FAM8809_470783,FAM8809,FAM8809,2.105199844,470783,1,high,high,HI-HII,70000,4,2,4,3,161,52871,0.457275684,,,,,26,19,21,18,20,20,124,24,26,21,20,22,22,135,21,17,22,20,9,19,108,17,18,19,13,13,20,100,17,17,20,17,9,9,89
FAM1862_375686,FAM1862,FAM1862,2.105199844,375686,1,high,high,HI-HII,70000,4,2,4,4,209,41708,0.459392256,,0.058425871,1310.506429,256.8713371,20,15,17,10,23,11,96,23,26,23,18,28,27,145,30,27,20,15,16,19,127,20,15,24,12,12,23,106,19,14,19,18,19,10,99
FAM1009_339949,FAM1009,FAM1009,2.105199844,339949,0,high,high,HI-HII,70000,4,2,3,3,195,42971,0.460042513,,1.050375645,1242.324399,151.7633469,17,15,13,22,11,12,90,18,15,9,17,20,13,92,5,5,12,11,15,17,65,21,18,20,11,15,21,106,21,22,23,24,22,24,136
FAM6016_434072,FAM6016,FAM6016,2.105199844,434072,0,high,high,HI-HII,70000,4,3,4,2,172,42971,0.460042513,,,,,13,13,20,18,17,13,94,17,16,17,14,17,14,95,19,22,20,10,24,20,115,16,19,16,12,9,14,86,27,27,30,22,31,28,165
FAM6016_330636,FAM6016,FAM6016,2.105199844,330636,0,high,high,HI-HII,70000,4,2,4,1,203,42971,0.460042513,,,,,14,12,10,18,14,13,81,15,18,11,12,18,17,91,18,13,14,16,20,16,97,16,12,17,18,18,14,95,16,20,22,20,18,18,114
FAM3667_445806,FAM3667,FAM3667,2.105199844,445806,1,high,high,HI-HII,70000,4,1,4,2,166,29491,0.475524109,,,,,21,15,11,18,16,13,94,23,24,12,18,24,19,120,17,26,16,18,19,16,112,19,18,23,17,19,21,117,20,18,25,20,23,19,125
FAM3667_353730,FAM3667,FAM3667,2.105199844,353730,1,high,high,HI-HII,70000,4,1,3,2,201,29491,0.475524109,,,,,23,17,17,22,17,19,115,27,21,21,17,26,19,131,21,24,22,17,13,19,116,20,25,21,13,22,25,126,18,20,23,26,24,15,126
FAM5473_332557,FAM5473,FAM5473,2.105199844,332557,0,high,high,HI-HII,70000,-9,-9,-9,-9,188,56682,0.476357393,,,,,3,13,13,7,11,10,57,14,15,11,17,20,10,87,18,3,14,12,13,20,80,17,17,21,14,14,15,98,19,18,18,21,19,15,110
FAM5473_404649,FAM5473,FAM5473,2.105199844,404649,1,high,high,HI-HII,70000,5,2,3,1,158,56682,0.476357393,,,,,15,14,6,11,9,12,67,30,25,18,16,24,26,139,16,18,27,15,22,18,116,22,20,29,24,15,19,129,24,22,25,23,26,23,143
FAM7736_308386,FAM7736,FAM7736,2.105199844,308386,0,high,high,HI-HII,70000,5,1,4,2,215,56682,0.476357393,,,,,7,12,15,18,23,13,88,18,22,21,16,19,23,119,18,12,18,18,18,18,102,20,18,22,16,8,17,101,13,11,13,18,21,13,89
FAM7736_437974,FAM7736,FAM7736,2.105199844,437974,1,high,high,HI-HII,70000,3,1,2,2,176,56682,0.476357393,0.083333333,-0.330644781,1343.198947,186.8306868,20,20,24,17,20,17,118,24,21,14,13,24,22,118,24,24,25,13,19,17,122,16,23,23,17,16,21,116,17,12,18,18,12,14,91
FAM9276_486117,FAM9276,FAM9276,2.105199844,486117,0,high,high,HI-HII,70000,4,2,4,2,214,56682,0.476357393,,,,,13,8,12,16,15,15,79,26,18,9,15,15,27,110,22,22,20,15,16,28,123,18,17,24,19,23,22,123,15,8,19,15,14,10,81
FAM9276_343960,FAM9276,FAM9276,2.105199844,343960,1,high,high,HI-HII,70000,3,2,3,2,178,56682,0.476357393,,,,,16,17,16,12,15,14,90,26,22,14,16,23,22,123,15,15,19,15,16,17,97,19,18,24,16,13,19,109,20,16,19,21,19,16,111
FAM6346_448162,FAM6346,FAM6346,2.105199844,448162,0,high,high,HI-HII,70000,4,2,4,1,199,55118,0.480416107,,,,,14,12,13,14,16,12,81,21,14,14,17,17,20,103,20,21,14,17,18,19,109,13,15,21,17,15,14,95,18,17,17,17,16,20,105
FAM6346_394577,FAM6346,FAM6346,2.105199844,394577,0,high,high,HI-HII,70000,3,2,4,2,227,55118,0.480416107,,,,,15,17,23,12,17,14,98,17,15,13,15,19,18,97,16,14,21,11,16,17,95,10,20,21,15,23,19,108,18,13,20,18,15,17,101
FAM3634_640235,FAM3634,FAM3634,2.116004044,640235,1,high,high,HI-HII,over 85000,3,1,3,2,167,62443,0.438808689,,0.030554109,1312.456122,274.3994242,10,14,22,19,11,11,87,23,9,8,12,16,17,85,24,26,20,16,25,28,139,8,22,24,22,26,27,129,21,5,16,11,9,18,80
FAM3634_559258,FAM3634,FAM3634,2.116004044,559258,0,high,high,HI-HII,over 85000,4,3,4,3,191,62443,0.438808689,,,,,17,11,18,17,16,16,95,22,14,17,19,18,19,109,20,11,19,17,16,17,100,15,21,19,17,20,22,114,18,10,19,15,19,12,93
FAM1381_347046,FAM1381,FAM1381,2.116004044,347046,1,high,high,HI-HII,over 85000,4,2,3,2,194,71612,0.451502145,,,,,14,13,13,18,16,15,89,26,26,12,24,28,24,140,26,25,21,13,17,21,123,26,17,25,22,19,22,131,23,12,21,22,13,25,116
FAM1381_551274,FAM1381,FAM1381,2.116004044,551274,1,high,high,HI-HII,over 85000,3,2,2,2,149,71612,0.451502145,,0.248885845,1353.017008,237.4456184,19,21,15,16,16,17,104,25,17,13,20,22,19,116,24,15,21,17,15,17,109,19,17,22,9,18,22,107,20,16,18,21,21,13,109
FAM1764_410264,FAM1764,FAM1764,2.116004044,410264,1,high,high,HI-HII,over 85000,4,2,4,2,178,71612,0.451502145,0.027777778,0.209866061,1389.215675,236.697939,21,11,16,13,24,14,99,28,26,20,22,30,28,154,28,31,24,19,26,22,150,21,22,25,26,14,25,133,21,18,22,22,25,12,120
FAM1764_375144,FAM1764,FAM1764,2.116004044,375144,1,high,high,HI-HII,over 85000,4,4,3,3,217,71612,0.451502145,,,,,26,8,27,25,10,17,113,27,17,15,22,25,19,125,20,32,25,20,27,27,151,22,23,28,23,20,21,137,20,17,26,24,21,24,132
FAM2848_611489,FAM2848,FAM2848,2.116004044,611489,1,high,high,HI-HII,over 85000,3,1,3,1,155,71612,0.451502145,,,,,20,9,9,14,11,12,75,26,20,18,20,21,22,127,24,18,18,14,12,18,104,23,29,25,18,16,20,131,20,15,19,23,20,17,114
FAM2848_511446,FAM2848,FAM2848,2.116004044,511446,1,high,high,HI-HII,over 85000,3,1,3,2,180,71612,0.451502145,,-0.506150172,1388.541196,255.9277259,20,9,18,21,11,15,94,21,24,12,17,15,19,108,18,23,17,16,19,17,110,18,27,27,19,20,18,129,23,23,26,19,25,23,139
FAM2848_461459,FAM2848,FAM2848,2.116004044,461459,1,high,high,HI-HII,over 85000,4,2,3,2,197,71612,0.451502145,,-0.406145557,1367.89513,291.9666342,25,11,17,14,12,13,92,29,25,16,21,17,24,132,25,30,28,17,21,25,146,25,30,27,23,26,32,163,24,6,23,19,18,17,107
FAM5401_371754,FAM5401,FAM5401,2.116004044,371754,0,high,high,HI-HII,over 85000,4,1,3,2,221,52871,0.457275684,,,,,4,6,9,13,15,7,54,28,18,15,25,20,24,130,17,8,21,16,29,24,115,25,19,30,23,13,26,136,24,6,25,17,23,13,108
FAM5401_458575,FAM5401,FAM5401,2.116004044,458575,0,high,high,HI-HII,over 85000,4,1,3,1,196,52871,0.457275684,,-2.257688728,1231.496443,148.289082,13,20,15,16,18,11,93,23,12,16,27,22,22,122,18,15,17,16,19,21,106,21,20,25,13,14,25,118,27,18,24,25,23,17,134
FAM5401_517071,FAM5401,FAM5401,2.116004044,517071,1,high,high,HI-HII,over 85000,4,2,3,3,173,52871,0.457275684,,-0.391907972,1341.093262,252.6911178,15,11,8,14,19,6,73,30,25,18,21,15,29,138,20,19,23,12,10,17,101,22,21,26,19,19,26,133,20,19,19,21,24,14,117
FAM7689_347263,FAM7689,FAM7689,2.19090046,347263,0,high,high,HI-HII,60000,4,2,4,2,168,63320,0.432060109,,,,,10,11,8,12,12,8,61,23,20,16,20,19,21,119,13,12,15,14,20,18,92,21,27,25,17,14,19,123,21,21,25,23,23,24,137
FAM7689_424512,FAM7689,FAM7689,2.19090046,424512,0,high,high,HI-HII,60000,4,1,4,1,152,63320,0.432060109,,-0.417352441,1262.851242,225.293107,18,14,16,15,15,13,91,19,19,14,14,21,18,105,21,15,18,14,21,17,106,18,17,24,15,15,18,107,20,16,23,24,18,19,120
FAM2080_329021,FAM2080,FAM2080,2.19090046,329021,0,high,high,HI-HII,60000,4,2,3,3,184,71612,0.451502145,,,,,9,7,5,10,16,7,54,24,23,20,18,19,26,130,25,14,17,11,30,18,115,25,23,26,22,10,23,129,24,24,26,21,23,23,141
FAM2080_452618,FAM2080,FAM2080,2.19090046,452618,1,high,high,HI-HII,60000,4,2,4,1,161,71612,0.451502145,,,,,10,14,14,8,15,9,70,26,23,20,19,26,24,138,22,14,20,21,16,17,110,18,15,25,11,14,19,102,17,16,20,18,16,13,100
FAM8515_332707,FAM8515,FAM8515,2.244568145,332707,0,high,high,HI-HII,50000,4,2,3,2,194,42971,0.460042513,,,,,8,11,7,7,22,7,62,26,22,20,22,27,22,139,24,16,21,19,29,26,135,20,16,24,11,18,23,112,19,11,20,18,18,9,95
FAM8515_419905,FAM8515,FAM8515,2.244568145,419905,1,high,high,HI-HII,50000,3,2,3,1,178,42971,0.460042513,,0.14723687,1336.568138,215.3793415,20,11,19,19,19,16,104,26,21,11,13,22,19,112,24,21,20,14,18,20,117,20,18,20,21,23,23,125,17,9,16,17,10,13,82
FAM1985_392690,FAM1985,FAM1985,2.405942678,392690,0,high,high,HI-HII,80000,5,1,5,1,181,58815,0.434503108,,,,,14,13,11,16,12,10,76,24,22,15,20,25,21,127,21,10,19,14,19,17,100,22,22,24,17,16,23,124,22,14,24,20,22,16,118
FAM1985_486966,FAM1985,FAM1985,2.405942678,486966,0,high,high,HI-HII,80000,4,1,4,1,156,58815,0.434503108,0.888888889,1.311497371,1228.98754,230.5086353,14,14,15,15,15,16,89,25,21,12,18,23,19,118,18,13,17,14,17,14,93,20,19,24,18,16,23,120,19,17,17,18,18,21,110
FAM1985_524162,FAM1985,FAM1985,2.405942678,524162,1,high,high,HI-HII,80000,4,2,4,2,166,58815,0.434503108,,-0.700362132,1368.800979,222.8419432,21,17,9,16,20,15,98,26,27,21,15,23,22,134,19,26,17,19,16,18,115,20,25,26,17,16,22,126,18,11,19,18,16,14,96
FAM2001_324603,FAM2001,FAM2001,2.405942678,324603,0,high,high,HI-HII,80000,5,2,4,2,178,58815,0.434503108,,,,,15,17,16,16,18,13,95,18,15,17,14,17,16,97,19,18,18,15,28,18,116,14,13,22,12,11,20,92,22,17,20,24,23,16,122
FAM2001_456616,FAM2001,FAM2001,2.405942678,456616,0,high,high,HI-HII,80000,4,2,4,1,153,58815,0.434503108,,,,,16,13,9,17,15,8,78,23,19,21,17,22,21,123,18,17,21,12,19,15,102,17,19,23,18,12,22,111,20,15,21,20,23,14,113
FAM1854_371207,FAM1854,FAM1854,2.405942678,371207,1,high,high,HI-HII,80000,-9,-9,-9,-9,203,49461,0.441056601,,,,,12,8,7,16,16,13,72,25,24,16,18,20,26,129,17,21,23,13,19,18,111,22,24,25,20,13,23,127,25,21,22,22,22,17,129
FAM1854_434109,FAM1854,FAM1854,2.405942678,434109,1,high,high,HI-HII,80000,-9,-9,-9,-9,176,49461,0.441056601,,,,,21,10,17,15,15,17,95,27,20,9,16,18,22,112,21,18,16,15,12,18,100,20,21,23,20,21,21,126,18,15,21,19,19,16,108
FAM9015_471509,FAM9015,FAM9015,2.405942678,471509,1,high,high,HI-HII,80000,4,2,4,2,161,58087,0.442047038,,-0.091736591,1356.227481,254.4780548,8,6,3,9,10,6,42,27,21,20,24,16,25,133,20,19,16,16,20,19,110,26,21,27,20,14,26,134,26,23,26,22,26,19,142
FAM9015_342199,FAM9015,FAM9015,2.405942678,342199,0,high,high,HI-HII,80000,3,2,2,2,186,58087,0.442047038,,-0.638437284,1210.747419,129.5617686,18,17,22,13,11,14,95,19,21,8,17,22,18,105,25,14,22,18,21,25,125,17,16,20,18,14,18,103,21,17,16,18,17,12,101
FAM2389_392958,FAM2389,FAM2389,2.405942678,392958,0,high,high,HI-HII,80000,3,2,2,3,170,71612,0.451502145,,,,,10,6,5,11,9,7,48,28,21,21,22,20,25,137,10,11,17,8,19,20,85,24,24,32,20,17,25,142,27,22,28,25,28,25,155
FAM2389_442955,FAM2389,FAM2389,2.405942678,442955,1,high,high,HI-HII,80000,5,1,5,1,146,71612,0.451502145,0.236111111,0.326911327,1397.911749,250.3857192,19,13,20,21,17,8,98,25,18,9,21,24,28,125,29,24,22,19,19,20,133,17,25,25,20,14,18,119,16,15,22,18,18,11,100
FAM2824_318692,FAM2824,FAM2824,2.405942678,318692,1,high,high,HI-HII,80000,4,2,4,3,203,42971,0.460042513,,,,,14,10,12,16,18,13,83,26,22,10,17,17,26,118,21,14,17,15,17,21,105,25,24,28,24,24,26,151,22,16,23,17,17,20,115
FAM2824_472631,FAM2824,FAM2824,2.405942678,472631,1,high,high,HI-HII,80000,4,1,4,3,167,42971,0.460042513,,-0.452924938,1347.22673,206.7150654,15,13,14,18,11,13,84,23,15,12,19,16,24,109,20,16,17,12,25,19,109,19,20,22,16,15,24,116,22,16,22,18,20,15,113
FAM2198_358163,FAM2198,FAM2198,2.405942678,358163,0,high,high,HI-HII,80000,4,1,4,1,181,56682,0.476357393,,-0.713871853,1212.123834,140.3891345,8,5,4,6,12,7,42,29,26,22,23,25,30,155,29,11,23,18,12,20,113,22,27,28,17,12,19,125,25,16,25,24,24,15,129
FAM2198_433923,FAM2198,FAM2198,2.405942678,433923,1,high,high,HI-HII,80000,4,2,5,1,148,56682,0.476357393,0.458333333,-0.302732548,1406.701102,209.5964863,15,15,17,18,14,16,95,23,16,17,18,19,17,110,16,18,14,14,19,16,97,20,14,17,15,15,16,97,19,16,18,18,16,17,104
